,,,Gas_C1,Gas_C2,Ant_C3,Ant_C4,Gas_C5,Gas_C6,Ant_C7,Ant_C8,Sub_C9,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,Gas_C15,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Gas_C21,Gas_C22,Nuc_N23,Nuc_N24,Hyd_H25,Hyd_H26,Hyd_H27,Pum_H28,Pum_H29,Pum_H30,Gas_C31,Gas_C32,Gas_C33,Ons_W100,Ons_W101,Sol_S106,Sol_S109
sc01,y2030,2030-01-01T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.969875,103.65294,0.00135,0.00135
sc01,y2030,2030-01-02T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.263625,98.93745,0.00135,0.00135
sc01,y2030,2030-01-02T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.4085,90.63807,0.00135,0.00135
sc01,y2030,2030-01-02T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.3855,88.59006,0.00123,0.00123
sc01,y2030,2030-01-02T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.6479375,83.06082,0.00177,0.00177
sc01,y2030,2030-01-02T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.4449375,86.36289,0.00168,0.00168
sc01,y2030,2030-01-02T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.769375,91.66728,0.00195,0.00195
sc01,y2030,2030-01-02T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.3934375,92.41281,0.0072,0.0072
sc01,y2030,2030-01-02T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.9159375,96.77622,0.05859,0.05859
sc01,y2030,2030-01-02T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.6985,91.01553,1.31166,1.31166
sc01,y2030,2030-01-02T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.457,82.82685,25.27578,25.27578
sc01,y2030,2030-01-02T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.602125,66.57693,60.24414,60.24414
sc01,y2030,2030-01-02T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.7605,52.64157,80.87157,80.87157
sc01,y2030,2030-01-02T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.5916875,42.76584,89.30436,89.30436
sc01,y2030,2030-01-02T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.6360625,40.26585,88.95279,88.95279
sc01,y2030,2030-01-02T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.3501875,40.13259,81.96762,81.96762
sc01,y2030,2030-01-02T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.334625,44.55933,66.00909,66.00909
sc01,y2030,2030-01-02T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.7275,49.57566,38.39832,38.39832
sc01,y2030,2030-01-02T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.2389375,55.97292,8.39652,8.39652
sc01,y2030,2030-01-02T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.6435,56.06235,0.05736,0.05736
sc01,y2030,2030-01-02T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.2195,55.15647,0.00462,0.00462
sc01,y2030,2030-01-02T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.2193125,52.04763,0.00246,0.00246
sc01,y2030,2030-01-02T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.572125,54.45867,0.00129,0.00129
sc01,y2030,2030-01-02T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.2643125,59.15556,0.00132,0.00132
sc01,y2030,2030-01-02T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.300375,57.67038,0.00123,0.00123
sc01,y2030,2030-01-03T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.918875,55.90518,0.00126,0.00126
sc01,y2030,2030-01-03T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.503625,59.75553,0.00114,0.00114
sc01,y2030,2030-01-03T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.0103125,67.11735,0.00135,0.00135
sc01,y2030,2030-01-03T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.905375,72.29355,0.00135,0.00135
sc01,y2030,2030-01-03T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.4634375,78.55209,0.00129,0.00129
sc01,y2030,2030-01-03T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.5240625,84.01569,0.00243,0.00243
sc01,y2030,2030-01-03T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.4494375,91.53648,0.00729,0.00729
sc01,y2030,2030-01-03T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.451125,97.46265,0.05871,0.05871
sc01,y2030,2030-01-03T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.8081875,99.08454,1.28391,1.28391
sc01,y2030,2030-01-03T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.2860625,104.57283,25.38651,25.38651
sc01,y2030,2030-01-03T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.082625,102.61353,62.99172,62.99172
sc01,y2030,2030-01-03T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.9969375,95.15763,83.81565,83.81565
sc01,y2030,2030-01-03T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.950625,88.27863,91.90239,91.90239
sc01,y2030,2030-01-03T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.6521875,94.02273,93.03999,93.03999
sc01,y2030,2030-01-03T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.810625,102.10902,87.97575,87.97575
sc01,y2030,2030-01-03T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.31,107.75985,74.70582,74.70582
sc01,y2030,2030-01-03T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.590125,115.62636,46.76304,46.76304
sc01,y2030,2030-01-03T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.993875,131.02368,11.0829,11.0829
sc01,y2030,2030-01-03T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.5500625,143.42778,0.06273,0.06273
sc01,y2030,2030-01-03T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.922125,147.09204,0.0048,0.0048
sc01,y2030,2030-01-03T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.4034375,150.47835,0.00276,0.00276
sc01,y2030,2030-01-03T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.718,155.36226,0.00144,0.00144
sc01,y2030,2030-01-03T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.281625,153.0282,0.00129,0.00129
sc01,y2030,2030-01-03T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.5704375,152.72412,0.0012,0.0012
sc01,y2030,2030-01-04T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.826125,155.08302,0.00123,0.00123
sc01,y2030,2030-01-04T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0916875,150.30669,0.00114,0.00114
sc01,y2030,2030-01-04T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.663125,152.07003,0.00138,0.00138
sc01,y2030,2030-01-04T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.7296875,152.5893,0.00153,0.00153
sc01,y2030,2030-01-04T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.645125,156.61731,0.00147,0.00147
sc01,y2030,2030-01-04T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.3491875,154.74288,0.0021,0.0021
sc01,y2030,2030-01-04T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.47775,155.9847,0.00699,0.00699
sc01,y2030,2030-01-04T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.9644375,152.63847,0.05793,0.05793
sc01,y2030,2030-01-04T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.626875,148.89672,1.18734,1.18734
sc01,y2030,2030-01-04T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.306625,140.50518,24.05148,24.05148
sc01,y2030,2030-01-04T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.6425625,129.4275,60.33414,60.33414
sc01,y2030,2030-01-04T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.949125,120.00423,81.42645,81.42645
sc01,y2030,2030-01-04T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.359,114.60369,90.43485,90.43485
sc01,y2030,2030-01-04T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.2933125,110.81352,91.62675,91.62675
sc01,y2030,2030-01-04T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.292125,106.89573,86.74245,86.74245
sc01,y2030,2030-01-04T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.791625,102.46044,73.81437,73.81437
sc01,y2030,2030-01-04T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.444,97.12428,46.52853,46.52853
sc01,y2030,2030-01-04T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.414375,98.12553,11.23866,11.23866
sc01,y2030,2030-01-04T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.542625,110.03343,0.07434,0.07434
sc01,y2030,2030-01-04T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.7818125,112.76184,0.00306,0.00306
sc01,y2030,2030-01-04T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.7721875,106.87989,0.00138,0.00138
sc01,y2030,2030-01-04T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.5588125,94.18065,0.00108,0.00108
sc01,y2030,2030-01-04T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.9184375,80.11812,0.00138,0.00138
sc01,y2030,2030-01-04T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.9345,60.0357,0.00141,0.00141
sc01,y2030,2030-01-05T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.78325,45.31308,0.00117,0.00117
sc01,y2030,2030-01-05T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.6281875,36.24762,0.00111,0.00111
sc01,y2030,2030-01-05T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.049375,33.72012,0.00132,0.00132
sc01,y2030,2030-01-05T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.84775,33.79254,0.00141,0.00141
sc01,y2030,2030-01-05T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.61425,31.99662,0.00165,0.00165
sc01,y2030,2030-01-05T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.550625,30.4365,0.00246,0.00246
sc01,y2030,2030-01-05T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.2318125,35.72736,0.00705,0.00705
sc01,y2030,2030-01-05T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.8856875,41.41755,0.05697,0.05697
sc01,y2030,2030-01-05T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.5975,47.39367,1.04073,1.04073
sc01,y2030,2030-01-05T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.162625,47.94192,20.83695,20.83695
sc01,y2030,2030-01-05T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.3785,44.22621,52.67109,52.67109
sc01,y2030,2030-01-05T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.3153125,39.15738,71.23749,71.23749
sc01,y2030,2030-01-05T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.4266875,36.29328,79.98933,79.98933
sc01,y2030,2030-01-05T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.9791875,37.49628,82.69689,82.69689
sc01,y2030,2030-01-05T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.4009375,39.37821,79.44048,79.44048
sc01,y2030,2030-01-05T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.573875,39.29514,68.38185,68.38185
sc01,y2030,2030-01-05T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.546375,39.84537,43.30188,43.30188
sc01,y2030,2030-01-05T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.9993125,42.04035,10.37427,10.37427
sc01,y2030,2030-01-05T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.9424375,48.52692,0.05979,0.05979
sc01,y2030,2030-01-05T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.155875,52.69125,0.00222,0.00222
sc01,y2030,2030-01-05T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.8574375,52.00959,0.00186,0.00186
sc01,y2030,2030-01-05T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.682875,51.45279,0.00111,0.00111
sc01,y2030,2030-01-05T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.3735625,54.87963,0.00132,0.00132
sc01,y2030,2030-01-05T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.6454375,63.24237,0.00114,0.00114
sc01,y2030,2030-01-06T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.972125,70.9095,0.00183,0.00183
sc01,y2030,2030-01-06T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.843375,80.65503,0.00177,0.00177
sc01,y2030,2030-01-06T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.5315625,84.22185,0.00147,0.00147
sc01,y2030,2030-01-06T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.1945625,89.99259,0.00156,0.00156
sc01,y2030,2030-01-06T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.285875,96.18606,0.00156,0.00156
sc01,y2030,2030-01-06T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.382125,98.58066,0.00216,0.00216
sc01,y2030,2030-01-06T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.509375,101.1636,0.00618,0.00618
sc01,y2030,2030-01-06T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.39725,98.5692,0.0564,0.0564
sc01,y2030,2030-01-06T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.07975,99.21741,1.00335,1.00335
sc01,y2030,2030-01-06T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.481625,94.818,15.24045,15.24045
sc01,y2030,2030-01-06T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.981625,75.03111,40.44138,40.44138
sc01,y2030,2030-01-06T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.2645625,58.75086,56.04792,56.04792
sc01,y2030,2030-01-06T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.9995625,51.32214,62.4681,62.4681
sc01,y2030,2030-01-06T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.30225,51.57639,65.47833,65.47833
sc01,y2030,2030-01-06T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.8883125,53.98404,64.08999,64.08999
sc01,y2030,2030-01-06T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.137375,50.37783,55.46079,55.46079
sc01,y2030,2030-01-06T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.74425,48.12933,34.19301,34.19301
sc01,y2030,2030-01-06T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.464875,44.68284,7.66278,7.66278
sc01,y2030,2030-01-06T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.112375,48.33093,0.05751,0.05751
sc01,y2030,2030-01-06T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.9584375,56.42814,0.00327,0.00327
sc01,y2030,2030-01-06T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.8553125,68.68314,0.00147,0.00147
sc01,y2030,2030-01-06T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.2529375,78.32487,0.00111,0.00111
sc01,y2030,2030-01-06T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.2550625,77.78712,0.00144,0.00144
sc01,y2030,2030-01-06T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.027375,76.27425,0.0015,0.0015
sc01,y2030,2030-01-07T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.0520625,69.76872,0.00156,0.00156
sc01,y2030,2030-01-07T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.5128125,57.60537,0.00153,0.00153
sc01,y2030,2030-01-07T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.3769375,44.64693,0.00111,0.00111
sc01,y2030,2030-01-07T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.514625,31.2831,0.00165,0.00165
sc01,y2030,2030-01-07T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0825625,21.54687,0.00168,0.00168
sc01,y2030,2030-01-07T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.607875,18.15231,0.00198,0.00198
sc01,y2030,2030-01-07T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.7755,19.61487,0.00486,0.00486
sc01,y2030,2030-01-07T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.25125,26.43681,0.05223,0.05223
sc01,y2030,2030-01-07T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.3835,35.1978,0.59337,0.59337
sc01,y2030,2030-01-07T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.4370625,33.11403,11.47626,11.47626
sc01,y2030,2030-01-07T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.571625,20.97213,31.5978,31.5978
sc01,y2030,2030-01-07T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.136375,13.61607,49.91967,49.91967
sc01,y2030,2030-01-07T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.1109375,11.22144,62.65764,62.65764
sc01,y2030,2030-01-07T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.3143125,9.66351,68.76621,68.76621
sc01,y2030,2030-01-07T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.2875,8.40195,67.22229,67.22229
sc01,y2030,2030-01-07T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.991875,7.56444,57.56901,57.56901
sc01,y2030,2030-01-07T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.2029375,8.23404,35.97681,35.97681
sc01,y2030,2030-01-07T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.7025625,11.78391,8.57985,8.57985
sc01,y2030,2030-01-07T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.677125,19.64973,0.06222,0.06222
sc01,y2030,2030-01-07T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.025625,22.88322,0.00465,0.00465
sc01,y2030,2030-01-07T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.23725,24.01002,0.00267,0.00267
sc01,y2030,2030-01-07T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.8595625,22.42911,0.0015,0.0015
sc01,y2030,2030-01-07T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.87675,24.22176,0.00135,0.00135
sc01,y2030,2030-01-07T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.2733125,25.20306,0.00135,0.00135
sc01,y2030,2030-01-08T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.22975,29.16144,0.00132,0.00132
sc01,y2030,2030-01-08T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.081375,35.75418,0.00144,0.00144
sc01,y2030,2030-01-08T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.8461875,42.09246,0.00141,0.00141
