,,,Gas_C1,Gas_C2,Ant_C3,Ant_C4,Gas_C5,Gas_C6,Ant_C7,Ant_C8,Sub_C9,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,Gas_C15,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Gas_C21,Gas_C22,Nuc_N23,Nuc_N24,Hyd_H25,Hyd_H26,Hyd_H27,Pum_H28,Pum_H29,Pum_H30,Gas_C31,Gas_C32,Gas_C33,Ons_W100,Ons_W101,Sol_S106,Sol_S109
sc01,y2030,2030-01-05T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-05T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5052125,15.052125,30.10425,,,,,,,,,,
sc01,y2030,2030-01-06T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-06T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.259395833,12.59395833,25.18791666,,,,,,,,,,
sc01,y2030,2030-01-07T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-07T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.396191667,13.96191667,27.92383334,,,,,,,,,,
sc01,y2030,2030-01-08T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.601525,16.01525,32.0305,,,,,,,,,,
sc01,y2030,2030-01-08T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.601525,16.01525,32.0305,,,,,,,,,,
sc01,y2030,2030-01-08T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.601525,16.01525,32.0305,,,,,,,,,,
sc01,y2030,2030-01-08T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.601525,16.01525,32.0305,,,,,,,,,,
sc01,y2030,2030-01-08T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.601525,16.01525,32.0305,,,,,,,,,,
sc01,y2030,2030-01-08T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.601525,16.01525,32.0305,,,,,,,,,,
sc01,y2030,2030-01-08T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,1.601525,16.01525,32.0305,,,,,,,,,,
