,,,Gas_C1,Gas_C2,Ant_C3,Ant_C4,Gas_C5,Gas_C6,Ant_C7,Ant_C8,Sub_C9,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,Gas_C15,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Gas_C21,Gas_C22,Nuc_N23,Nuc_N24,Hyd_H25,Hyd_H26,Hyd_H27,Pum_H28,Pum_H29,Pum_H30,Gas_C31,Gas_C32,Gas_C33,Gas_C34,Gas_C35,Ant_C36,Ant_C37,Gas_C38,Gas_C39,Ant_C40,Ant_C41,Sub_C42,Sub_C43,Sub_C44,Sub_C45,Sub_C46,Sub_C47,Gas_C48,Sub_C49,Sub_C50,Sub_C51,Sub_C52,Sub_C53,Gas_C54,Gas_C55,Nuc_N56,Nuc_N57,Hyd_H58,Hyd_H59,Hyd_H60,Pum_H61,Pum_H62,Pum_H63,Gas_C64,Gas_C65,Gas_C66,Gas_C67,Gas_C68,Ant_C69,Ant_C70,Gas_C71,Gas_C72,Ant_C73,Ant_C74,Sub_C75,Sub_C76,Sub_C77,Sub_C78,Sub_C79,Sub_C80,Gas_C81,Sub_C82,Sub_C83,Sub_C84,Sub_C85,Sub_C86,Gas_C87,Gas_C88,Nuc_N89,Nuc_N90,Hyd_H91,Hyd_H92,Hyd_H93,Pum_H94,Pum_H95,Pum_H96,Gas_C97,Gas_C98,Gas_C99,Ons_W100,Ons_W101,Ons_W102,Ons_W103,Ons_W104,Ons_W105,Sol_S106,Sol_S107,Sol_S108,Sol_S109,Sol_S110,Sol_S111
sc01,y2030,1/1/2030 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.6429375,78.00702,156.01404,345.6429375,78.00702,156.01404,59.63139,178.89417,993.8565,59.63139,178.89417,993.8565
sc01,y2030,1/1/2030 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.291,80.59113,161.18226,345.291,80.59113,161.18226,81.74379,245.23137,1362.3965,81.74379,245.23137,1362.3965
sc01,y2030,1/1/2030 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.1005625,84.75867,169.51734,344.1005625,84.75867,169.51734,91.85928,275.57784,1530.988,91.85928,275.57784,1530.988
sc01,y2030,1/1/2030 13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.7405625,85.97451,171.94902,343.7405625,85.97451,171.94902,93.20457,279.61371,1553.4095,93.20457,279.61371,1553.4095
sc01,y2030,1/1/2030 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.783875,86.54364,173.08728,343.783875,86.54364,173.08728,88.24986,264.74958,1470.831,88.24986,264.74958,1470.831
sc01,y2030,1/1/2030 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.189,79.49814,158.99628,342.189,79.49814,158.99628,74.28558,222.85674,1238.093,74.28558,222.85674,1238.093
sc01,y2030,1/1/2030 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.92725,75.19713,150.39426,341.92725,75.19713,150.39426,45.83142,137.49426,763.857,45.83142,137.49426,763.857
sc01,y2030,1/1/2030 17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.627375,79.7376,159.4752,348.627375,79.7376,159.4752,10.35018,31.05054,172.503,10.35018,31.05054,172.503
sc01,y2030,1/1/2030 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.76225,81.61035,163.2207,356.76225,81.61035,163.2207,0.04815,0.14445,0.8025,0.04815,0.14445,0.8025
sc01,y2030,1/1/2030 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.8625625,85.99719,171.99438,356.8625625,85.99719,171.99438,0.00471,0.01413,0.0785,0.00471,0.01413,0.0785
sc01,y2030,1/1/2030 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0828125,91.78902,183.57804,361.0828125,91.78902,183.57804,0.00252,0.00756,0.042,0.00252,0.00756,0.042
sc01,y2030,1/1/2030 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.212125,99.45036,198.90072,362.212125,99.45036,198.90072,0.00138,0.00414,0.023,0.00138,0.00414,0.023
sc01,y2030,1/1/2030 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.3655,103.28499,206.56998,362.3655,103.28499,206.56998,0.00132,0.00396,0.022,0.00132,0.00396,0.022
sc01,y2030,1/1/2030 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.969875,103.65294,207.30588,361.969875,103.65294,207.30588,0.00135,0.00405,0.0225,0.00135,0.00405,0.0225
sc01,y2030,1/2/2030 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.263625,98.93745,197.8749,354.263625,98.93745,197.8749,0.00135,0.00405,0.0225,0.00135,0.00405,0.0225
sc01,y2030,1/2/2030 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.4085,90.63807,181.27614,355.4085,90.63807,181.27614,0.00135,0.00405,0.0225,0.00135,0.00405,0.0225
sc01,y2030,1/2/2030 2:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.3855,88.59006,177.18012,354.3855,88.59006,177.18012,0.00123,0.00369,0.0205,0.00123,0.00369,0.0205
sc01,y2030,1/2/2030 3:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.6479375,83.06082,166.12164,358.6479375,83.06082,166.12164,0.00177,0.00531,0.0295,0.00177,0.00531,0.0295
sc01,y2030,1/2/2030 4:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.4449375,86.36289,172.72578,363.4449375,86.36289,172.72578,0.00168,0.00504,0.028,0.00168,0.00504,0.028
sc01,y2030,1/2/2030 5:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.769375,91.66728,183.33456,368.769375,91.66728,183.33456,0.00195,0.00585,0.0325,0.00195,0.00585,0.0325
sc01,y2030,1/2/2030 6:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.3934375,92.41281,184.82562,380.3934375,92.41281,184.82562,0.0072,0.0216,0.12,0.0072,0.0216,0.12
sc01,y2030,1/2/2030 7:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.9159375,96.77622,193.55244,408.9159375,96.77622,193.55244,0.05859,0.17577,0.9765,0.05859,0.17577,0.9765
sc01,y2030,1/2/2030 8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.6985,91.01553,182.03106,467.6985,91.01553,182.03106,1.31166,3.93498,21.861,1.31166,3.93498,21.861
sc01,y2030,1/2/2030 9:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.457,82.82685,165.6537,494.457,82.82685,165.6537,25.27578,75.82734,421.263,25.27578,75.82734,421.263
sc01,y2030,1/2/2030 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.602125,66.57693,133.15386,506.602125,66.57693,133.15386,60.24414,180.73242,1004.069,60.24414,180.73242,1004.069
sc01,y2030,1/2/2030 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.7605,52.64157,105.28314,510.7605,52.64157,105.28314,80.87157,242.61471,1347.8595,80.87157,242.61471,1347.8595
sc01,y2030,1/2/2030 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.5916875,42.76584,85.53168,502.5916875,42.76584,85.53168,89.30436,267.91308,1488.406,89.30436,267.91308,1488.406
sc01,y2030,1/2/2030 13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.6360625,40.26585,80.5317,497.6360625,40.26585,80.5317,88.95279,266.85837,1482.5465,88.95279,266.85837,1482.5465
sc01,y2030,1/2/2030 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.3501875,40.13259,80.26518,496.3501875,40.13259,80.26518,81.96762,245.90286,1366.127,81.96762,245.90286,1366.127
sc01,y2030,1/2/2030 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.334625,44.55933,89.11866,508.334625,44.55933,89.11866,66.00909,198.02727,1100.1515,66.00909,198.02727,1100.1515
sc01,y2030,1/2/2030 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.7275,49.57566,99.15132,528.7275,49.57566,99.15132,38.39832,115.19496,639.972,38.39832,115.19496,639.972
sc01,y2030,1/2/2030 17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.2389375,55.97292,111.94584,542.2389375,55.97292,111.94584,8.39652,25.18956,139.942,8.39652,25.18956,139.942
sc01,y2030,1/2/2030 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.6435,56.06235,112.1247,546.6435,56.06235,112.1247,0.05736,0.17208,0.956,0.05736,0.17208,0.956
sc01,y2030,1/2/2030 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.2195,55.15647,110.31294,550.2195,55.15647,110.31294,0.00462,0.01386,0.077,0.00462,0.01386,0.077
sc01,y2030,1/2/2030 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.2193125,52.04763,104.09526,556.2193125,52.04763,104.09526,0.00246,0.00738,0.041,0.00246,0.00738,0.041
sc01,y2030,1/2/2030 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.572125,54.45867,108.91734,554.572125,54.45867,108.91734,0.00129,0.00387,0.0215,0.00129,0.00387,0.0215
sc01,y2030,1/2/2030 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.2643125,59.15556,118.31112,553.2643125,59.15556,118.31112,0.00132,0.00396,0.022,0.00132,0.00396,0.022
sc01,y2030,1/2/2030 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.300375,57.67038,115.34076,546.300375,57.67038,115.34076,0.00123,0.00369,0.0205,0.00123,0.00369,0.0205
sc01,y2030,1/3/2030 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.918875,55.90518,111.81036,505.918875,55.90518,111.81036,0.00126,0.00378,0.021,0.00126,0.00378,0.021
sc01,y2030,1/3/2030 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.503625,59.75553,119.51106,501.503625,59.75553,119.51106,0.00114,0.00342,0.019,0.00114,0.00342,0.019
sc01,y2030,1/3/2030 2:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.0103125,67.11735,134.2347,501.0103125,67.11735,134.2347,0.00135,0.00405,0.0225,0.00135,0.00405,0.0225
sc01,y2030,1/3/2030 3:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.905375,72.29355,144.5871,499.905375,72.29355,144.5871,0.00135,0.00405,0.0225,0.00135,0.00405,0.0225
sc01,y2030,1/3/2030 4:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.4634375,78.55209,157.10418,499.4634375,78.55209,157.10418,0.00129,0.00387,0.0215,0.00129,0.00387,0.0215
sc01,y2030,1/3/2030 5:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.5240625,84.01569,168.03138,498.5240625,84.01569,168.03138,0.00243,0.00729,0.0405,0.00243,0.00729,0.0405
sc01,y2030,1/3/2030 6:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.4494375,91.53648,183.07296,501.4494375,91.53648,183.07296,0.00729,0.02187,0.1215,0.00729,0.02187,0.1215
sc01,y2030,1/3/2030 7:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.451125,97.46265,194.9253,510.451125,97.46265,194.9253,0.05871,0.17613,0.9785,0.05871,0.17613,0.9785
sc01,y2030,1/3/2030 8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.8081875,99.08454,198.16908,518.8081875,99.08454,198.16908,1.28391,3.85173,21.3985,1.28391,3.85173,21.3985
sc01,y2030,1/3/2030 9:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.2860625,104.57283,209.14566,511.2860625,104.57283,209.14566,25.38651,76.15953,423.1085,25.38651,76.15953,423.1085
sc01,y2030,1/3/2030 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.082625,102.61353,205.22706,511.082625,102.61353,205.22706,62.99172,188.97516,1049.862,62.99172,188.97516,1049.862
sc01,y2030,1/3/2030 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.9969375,95.15763,190.31526,507.9969375,95.15763,190.31526,83.81565,251.44695,1396.9275,83.81565,251.44695,1396.9275
sc01,y2030,1/3/2030 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.950625,88.27863,176.55726,504.950625,88.27863,176.55726,91.90239,275.70717,1531.7065,91.90239,275.70717,1531.7065
sc01,y2030,1/3/2030 13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.6521875,94.02273,188.04546,500.6521875,94.02273,188.04546,93.03999,279.11997,1550.6665,93.03999,279.11997,1550.6665
sc01,y2030,1/3/2030 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.810625,102.10902,204.21804,497.810625,102.10902,204.21804,87.97575,263.92725,1466.2625,87.97575,263.92725,1466.2625
sc01,y2030,1/3/2030 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.31,107.75985,215.5197,494.31,107.75985,215.5197,74.70582,224.11746,1245.097,74.70582,224.11746,1245.097
sc01,y2030,1/3/2030 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.590125,115.62636,231.25272,491.590125,115.62636,231.25272,46.76304,140.28912,779.384,46.76304,140.28912,779.384
sc01,y2030,1/3/2030 17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.993875,131.02368,262.04736,493.993875,131.02368,262.04736,11.0829,33.2487,184.715,11.0829,33.2487,184.715
sc01,y2030,1/3/2030 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.5500625,143.42778,286.85556,496.5500625,143.42778,286.85556,0.06273,0.18819,1.0455,0.06273,0.18819,1.0455
sc01,y2030,1/3/2030 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.922125,147.09204,294.18408,498.922125,147.09204,294.18408,0.0048,0.0144,0.08,0.0048,0.0144,0.08
sc01,y2030,1/3/2030 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.4034375,150.47835,300.9567,502.4034375,150.47835,300.9567,0.00276,0.00828,0.046,0.00276,0.00828,0.046
