Scenario,Period,LoadLevel,Anthracite,Gas,Hydro,Nuclear,Onshore_wind,PumpedStorageHydro,Solar_PV,Subbituminous
sc01,y2030,1/17/2030 7:00,0.0,4580.0,100.0,2600.0,1864.8761675,0.0,0.5645099999955805,0.0
sc01,y2030,1/18/2030 11:00,0.0,4740.0,900.0,2600.0,1665.0764131249996,65.34958585751214,513.5841999999983,0.0
sc01,y2030,1/18/2030 15:00,0.0,4740.0,1066.3408380749997,2600.0,1617.248204375,757.9588289899975,576.6811000000002,0.0
sc01,y2030,1/18/2030 19:00,0.0,4740.0,1066.3408380749997,2600.0,1836.6561462499997,759.9570467325141,97.06130999999641,0.0
sc01,y2030,1/18/2030 23:00,0.0,4740.0,933.7371686461869,2600.0,1705.9312624999995,1101.2198510488222,0.047249999996154396,0.0
sc01,y2030,1/18/2030 3:00,0.0,4580.0,100.0,2600.0,1804.3893106249998,0.0,0.04849999999614023,0.0
sc01,y2030,1/18/2030 7:00,0.0,4580.0,100.0,2600.0,1778.96490875,0.0,0.5049899999963638,0.0
sc01,y2030,1/19/2030 11:00,0.0,4580.0,100.0,2600.0,2164.09559375,0.0,572.8496800000003,0.0
sc01,y2030,1/19/2030 15:00,0.0,4740.0,206.01378749799306,2600.0,2098.8397081250005,134.6400361070117,820.1304625000002,0.0
sc01,y2030,1/19/2030 19:00,0.0,4740.0,206.01378749799306,2600.0,1952.7721850000005,198.62122082451285,448.49916499999836,0.0
sc01,y2030,1/19/2030 23:00,0.0,4740.0,527.1538964749996,2600.0,1900.2949681250004,790.7414118725081,0.0717499999960892,0.0
sc01,y2030,1/19/2030 3:00,0.0,4580.0,100.0,2600.0,1590.9268099999995,0.0,0.04924999999615439,0.0
sc01,y2030,1/19/2030 7:00,0.0,4420.0,100.0,2600.0,1899.1353068749995,0.0,0.4721299999964149,0.0
sc01,y2030,1/2/2030 11:00,349.4768758256172,4740.0,267.7124143102818,2600.0,1184.4708512500001,90.44399050160028,735.4062999999999,0.0
sc01,y2030,1/2/2030 15:00,349.4768758256172,4740.0,300.0,2600.0,1002.8135556250002,649.541237779382,957.7923249999999,0.0
sc01,y2030,1/2/2030 19:00,349.4768758256172,4740.0,300.0,2600.0,1117.1084593750004,600.3706331218837,438.9503899999993,0.0
sc01,y2030,1/2/2030 23:00,349.4768758256172,4740.0,909.038129025,2600.0,1137.5873912500003,822.1071303718838,0.05249999999868133,0.0
sc01,y2030,1/2/2030 3:00,137.9513983522173,4420.0,100.0,2600.0,1147.515990625,0.0,0.04749999999965421,0.0
sc01,y2030,1/2/2030 7:00,137.9513983522173,4500.0,100.0,2600.0,1181.209721875,0.0,0.7173399999995169,0.0
sc01,y2030,1/20/2030 11:00,0.0,4260.0,100.0,2600.0,1520.1524837499999,0.0,584.8189600000003,0.0
sc01,y2030,1/20/2030 15:00,0.0,4420.0,100.0,2600.0,1568.0376456249999,0.0,753.4838200000003,0.0
sc01,y2030,1/20/2030 19:00,0.0,4580.0,100.0,2600.0,1453.7254431249999,0.0,293.7194199999964,0.0
sc01,y2030,1/20/2030 23:00,0.0,4740.0,540.4042056500003,2600.0,1516.946854375,408.80449796751094,0.04699999999605479,0.0
sc01,y2030,1/20/2030 3:00,0.0,4580.0,100.0,2600.0,1770.2262968750006,0.0,0.0472499999960892,0.0
sc01,y2030,1/20/2030 7:00,0.0,4420.0,100.0,2600.0,1648.9461668750002,0.0,0.5319599999963683,0.0
sc01,y2030,1/21/2030 11:00,0.0,4740.0,474.4421727325059,2600.0,2027.4455262499998,0.0,642.1225000000004,0.0
sc01,y2030,1/21/2030 15:00,0.0,4740.0,900.0,2600.0,2166.1528531249996,134.45628081500564,817.6198375000002,0.0
sc01,y2030,1/21/2030 19:00,0.0,4740.0,1085.1536216174936,2600.0,2258.789264375,116.46861506501781,299.6038399999963,0.0
sc01,y2030,1/21/2030 23:00,0.0,4740.0,900.0,2600.0,2269.97582375,570.9112084450117,0.048499999995884245,0.0
sc01,y2030,1/21/2030 3:00,0.0,4580.0,100.0,2600.0,1717.20219125,0.0,0.04999999999605479,0.0
sc01,y2030,1/21/2030 7:00,0.0,4580.0,100.0,2600.0,1945.6956012500004,0.0,0.5468399999963872,0.0
sc01,y2030,1/22/2030 11:00,0.0,4740.0,200.0,2600.0,2245.0882625000004,179.392985212506,675.0650200000003,0.0
sc01,y2030,1/22/2030 15:00,0.0,4740.0,639.6201196102921,2600.0,2388.8095362500003,219.41848440221477,865.0049125000003,0.0
sc01,y2030,1/22/2030 19:00,0.0,4740.0,588.7718324352924,2600.0,2294.0434362500005,550.4861644672172,447.6931199999986,0.0
sc01,y2030,1/22/2030 23:00,0.0,4740.0,545.2090687475029,2600.0,2174.1181906250004,1157.8172062375052,0.05899999999628804,0.0
sc01,y2030,1/22/2030 3:00,0.0,4580.0,100.0,2600.0,2248.5565081249997,0.0,0.04799999999588424,0.0
sc01,y2030,1/22/2030 7:00,0.0,4580.0,100.0,2600.0,2259.16631,0.0,0.6413899999962749,0.0
sc01,y2030,1/23/2030 11:00,0.0,4740.0,200.0,2600.0,2115.747228125001,215.7905995875053,768.0084400000004,0.0
sc01,y2030,1/23/2030 15:00,0.0,4740.0,641.3789697125058,2600.0,2188.220828750001,283.69222929999984,999.5610250000003,0.0
sc01,y2030,1/23/2030 19:00,0.0,4740.0,641.3789697125058,2600.0,2190.4317500000016,495.74163344000107,553.4422000000004,0.0
sc01,y2030,1/23/2030 23:00,0.0,4740.0,436.70385171293265,2600.0,2149.254509375001,1291.1791045220773,0.06599999999651772,0.0
sc01,y2030,1/23/2030 3:00,0.0,4580.0,100.0,2600.0,2093.00465375,0.0,0.04949999999628804,0.0
sc01,y2030,1/23/2030 7:00,0.0,4580.0,100.0,2600.0,2087.202449375001,0.0,0.6271299999966825,0.0
sc01,y2030,1/24/2030 11:00,0.0,4740.0,300.0,2600.0,2021.566698125001,204.60610958750644,773.3734600000005,0.0
sc01,y2030,1/24/2030 15:00,0.0,4740.0,402.968394475,2600.0,1940.0884812500012,765.3762020375079,1004.4199750000001,0.0
sc01,y2030,1/24/2030 19:00,0.0,4740.0,300.0,2600.0,2066.274216875001,944.7141162775088,570.0062200000002,0.0
sc01,y2030,1/24/2030 23:00,0.0,4740.0,433.5456378174973,2600.0,2299.038278750001,1144.5427990425167,0.07674999999716797,0.0
sc01,y2030,1/24/2030 3:00,0.0,4580.0,100.0,2600.0,1996.7074118750013,0.0,0.05049999999651774,0.0
sc01,y2030,1/24/2030 7:00,0.0,4580.0,100.0,2600.0,2002.981617500001,0.0,0.611629999996952,0.0
sc01,y2030,1/25/2030 11:00,0.0,4718.498147107504,100.0,2600.0,2282.609571875001,0.0,782.9024800000002,0.0
sc01,y2030,1/25/2030 15:00,0.0,4740.0,666.4543621825027,2600.0,2115.266881250001,218.2574530075023,1018.2502750000001,0.0
sc01,y2030,1/25/2030 19:00,0.0,4740.0,766.4543621825027,2600.0,2107.9067206250006,313.54461825001476,572.1096400000001,0.0
sc01,y2030,1/25/2030 23:00,0.0,4740.0,1100.0,2600.0,2157.725181875001,483.13585032000935,0.0744999999973122,0.0
sc01,y2030,1/25/2030 3:00,0.0,4580.0,100.0,2600.0,2266.5035450000014,0.0,0.047249999997167974,0.0
sc01,y2030,1/25/2030 7:00,0.0,4558.498147107504,100.0,2600.0,2314.939641875001,0.0,0.5800099999973746,0.0
sc01,y2030,1/26/2030 11:00,0.0,4580.0,100.0,2600.0,1943.3052312500013,0.0,783.2719000000001,0.0
sc01,y2030,1/26/2030 15:00,0.0,4740.0,200.0,2600.0,1733.9347850000013,348.30444673000466,977.3847625000001,0.0
sc01,y2030,1/26/2030 19:00,0.0,4740.0,424.6301924524696,2600.0,1824.1852381250014,13.60554774503628,543.4853800000001,0.0
sc01,y2030,1/26/2030 23:00,0.0,4740.0,386.55687429998966,2600.0,1910.7602431250011,920.8731590475167,0.07174999999745592,0.0
sc01,y2030,1/26/2030 3:00,0.0,4580.0,100.0,2600.0,1977.3687781250014,0.0,0.04224999999731219,0.0
sc01,y2030,1/26/2030 7:00,0.0,4420.0,100.0,2600.0,1950.0980693750014,0.0,0.6165899999974789,0.0
sc01,y2030,1/27/2030 11:00,0.0,4260.0,100.0,2600.0,2005.7476212500014,0.0,726.5236000000001,0.0
sc01,y2030,1/27/2030 15:00,0.0,4420.0,100.0,2600.0,2125.1051281250016,0.0,964.8496,0.0
sc01,y2030,1/27/2030 19:00,0.0,4580.0,100.0,2600.0,2239.7581118750013,0.0,559.6831600000002,0.0
sc01,y2030,1/27/2030 23:00,0.0,4740.0,170.58744899747387,2600.0,2281.9328112500016,13.60554774503628,0.07674999999768964,0.0
sc01,y2030,1/27/2030 3:00,0.0,4580.0,100.0,2600.0,1843.2957931250016,0.0,0.09724999999745591,0.0
sc01,y2030,1/27/2030 7:00,0.0,4420.0,100.0,2600.0,1941.7237756250015,0.0,0.650379999997525,0.0
sc01,y2030,1/28/2030 11:00,0.0,4740.0,300.0,2600.0,1881.6899637500014,209.3264352325066,752.9938000000002,0.0
sc01,y2030,1/28/2030 15:00,0.0,4740.0,1059.3685639400055,2600.0,1968.2316950000018,0.0,990.6287125000001,0.0
sc01,y2030,1/28/2030 19:00,0.0,4740.0,800.0,2600.0,2051.575550000002,334.98693105750783,573.4528600000001,0.0
sc01,y2030,1/28/2030 23:00,0.0,4740.0,1196.3289022130289,2600.0,2068.0201587500014,476.5074712319797,0.07899999999761803,0.0
sc01,y2030,1/28/2030 3:00,0.0,4580.0,100.0,2600.0,2101.9284556250013,0.0,0.04749999999768965,0.0
sc01,y2030,1/28/2030 7:00,0.0,4580.0,100.0,2600.0,1887.362440625002,0.0,0.6221699999978454,0.0
sc01,y2030,1/29/2030 11:00,0.0,4560.6402558375075,200.0,2600.0,2609.4661118750014,0.0,669.4399000000001,0.0
sc01,y2030,1/29/2030 15:00,0.0,4740.0,249.61102671499617,2600.0,2985.9614656250014,22.50812292251128,854.7724375000001,0.0
sc01,y2030,1/29/2030 19:00,0.0,4740.0,397.7835606980183,2600.0,3126.0693837500007,32.75388870449167,324.38771999999807,0.0
sc01,y2030,1/29/2030 23:00,0.0,4606.4767105500005,934.457760695014,2600.0,3067.103577500001,9.113166864995303,0.05224999999791824,0.0
sc01,y2030,1/29/2030 3:00,0.0,4260.0,124.85632333750854,2600.0,2056.4157143750017,0.0,0.04924999999761802,0.0
sc01,y2030,1/29/2030 7:00,0.0,4080.6402558375075,100.0,2600.0,2305.100112500001,0.0,0.6041899999977554,0.0
sc01,y2030,1/3/2030 11:00,349.4768758256172,4740.0,700.4955233590051,2600.0,1364.4362481250002,138.1820404028798,746.9555799999999,0.0
sc01,y2030,1/3/2030 15:00,349.4768758256172,4740.0,488.25079569798197,2600.0,1337.6862043750002,952.9092393639077,984.5299375,0.0
sc01,y2030,1/3/2030 19:00,349.4768758256172,4740.0,539.0414660879716,2600.0,1532.433906875,952.9092393639077,507.13306499999925,0.0
sc01,y2030,1/3/2030 23:00,321.30608802461194,4740.0,514.9111883145852,2600.0,1611.3363050000003,1429.5941342708015,0.05574999999852298,0.0
sc01,y2030,1/3/2030 3:00,137.9513983522173,4580.0,100.0,2600.0,1134.6919618750003,0.0,0.04249999999868132,0.0
sc01,y2030,1/3/2030 7:00,137.9513983522173,4580.0,100.0,2600.0,1279.8223806250003,0.0,0.7204399999985875,0.0
sc01,y2030,1/30/2030 11:00,0.0,4361.373121462509,200.0,2600.0,2929.885726250001,0.0,548.2874200000002,0.0
sc01,y2030,1/30/2030 15:00,0.0,4740.0,462.91817823298993,2600.0,2887.3866331250015,72.32128140451735,690.2269600000002,0.0
sc01,y2030,1/30/2030 19:00,0.0,4740.0,796.1092429979906,2600.0,2771.9268387500015,72.32128140451735,240.63718999999782,0.0
sc01,y2030,1/30/2030 23:00,0.0,4580.0,1034.2381014799757,2600.0,2583.796990625002,419.1218735050338,0.04649999999760107,0.0
sc01,y2030,1/30/2030 3:00,0.0,4126.4767105500005,100.0,2600.0,2843.181010625001,0.0,0.044499999997918226,0.0
sc01,y2030,1/30/2030 7:00,0.0,3881.373121462508,100.0,2600.0,2732.8513062500015,0.0,0.553349999998089,0.0
sc01,y2030,1/31/2030 11:00,0.0,4580.0,286.6233145875084,2600.0,2539.255173125001,0.0,633.6677800000002,0.0
sc01,y2030,1/31/2030 15:00,0.0,4740.0,445.63944708499855,2600.0,2696.7662262500003,78.24191692750908,892.2054625000001,0.0
sc01,y2030,1/31/2030 19:00,0.0,4740.0,650.1879587249995,2600.0,2627.3804975000003,78.24191692750908,525.1841800000003,0.0
sc01,y2030,1/31/2030 23:00,0.0,4580.0,1268.7509685311559,2600.0,2546.679359375001,221.7111377038506,0.06199999999753272,0.0
sc01,y2030,1/31/2030 3:00,0.0,4100.0,100.0,2600.0,2336.7397887500015,0.0,0.04824999999760107,0.0
sc01,y2030,1/31/2030 7:00,0.0,4100.0,100.0,2600.0,2294.1035637500017,0.0,0.6745599999978028,0.0
sc01,y2030,1/4/2030 11:00,302.93383511091287,4740.0,100.0,2600.0,1526.464926875,480.61261699658735,733.99882,0.0
sc01,y2030,1/4/2030 15:00,302.93383511091287,4740.0,200.0,2600.0,1383.344085625,1153.6780257040878,978.2730250000001,0.0
sc01,y2030,1/4/2030 19:00,302.93383511091287,4740.0,514.9111883145852,2600.0,1366.1133231249999,1069.348689507007,506.70830499999903,0.0
sc01,y2030,1/4/2030 23:00,271.4344582446512,4740.0,1258.3132958050194,2600.0,1264.367524375,946.77650377035,0.04374999999812589,0.0
sc01,y2030,1/4/2030 3:00,119.57914543851824,4580.0,100.0,2600.0,1585.87669625,0.0,0.043999999998522984,0.0
sc01,y2030,1/4/2030 7:00,119.57914543851824,4580.0,100.0,2600.0,1600.0924850000001,0.0,0.7077299999984794,0.0
sc01,y2030,1/5/2030 11:00,250.89138637535012,4740.0,400.0,2600.0,1062.6922543749997,222.35427113715127,691.57252,0.0
sc01,y2030,1/5/2030 15:00,250.89138637535012,4740.0,900.0,2600.0,1017.0395368749997,153.55738347965058,938.1356875,0.0
sc01,y2030,1/5/2030 19:00,250.89138637535012,4740.0,900.0,2600.0,1072.5668349999996,101.06281694715305,481.3853199999989,0.0
sc01,y2030,1/5/2030 23:00,99.03607356921715,4740.0,1289.3692869650029,2600.0,1132.2663981249996,697.5450178132828,0.04524999999784931,0.0
sc01,y2030,1/5/2030 3:00,99.03607356921715,4580.0,100.0,2600.0,955.4371806249997,0.0,0.0417499999981259,0.0
sc01,y2030,1/5/2030 7:00,99.03607356921715,4580.0,100.0,2600.0,948.4376387499998,0.0,0.7040099999981262,0.0
sc01,y2030,1/6/2030 11:00,0.0,4420.0,100.0,2600.0,1265.4279606249995,0.0,625.4662000000001,0.0
sc01,y2030,1/6/2030 15:00,0.0,4580.0,100.0,2600.0,1083.9724749999998,0.0,859.3715125000001,0.0
sc01,y2030,1/6/2030 19:00,0.0,4740.0,176.97267901500328,2600.0,1072.9268443749997,0.0,408.48551499999877,0.0
sc01,y2030,1/6/2030 23:00,0.0,4740.0,632.7551445846541,2600.0,1236.7017418749997,596.6996715328524,0.04599999999739162,0.0
sc01,y2030,1/6/2030 3:00,0.0,4580.0,100.0,2600.0,1232.5538612499995,0.0,0.0552499999978493,0.0
sc01,y2030,1/6/2030 7:00,0.0,4420.0,100.0,2600.0,1331.8929362499996,0.0,0.685099999997839,0.0
sc01,y2030,1/7/2030 11:00,0.0,4740.0,833.6588982063099,2600.0,991.7321856249994,731.4449151511695,587.1742000000002,0.0
sc01,y2030,1/7/2030 15:00,0.0,4740.0,544.2896112413071,2600.0,898.7031662499995,1704.9672564486964,870.2689375,0.0
sc01,y2030,1/7/2030 19:00,0.0,4740.0,851.1989034494363,2600.0,942.4784124999995,1541.159590108068,425.1784349999988,0.0
sc01,y2030,1/7/2030 23:00,0.0,4740.0,1076.922658863132,2600.0,991.8576437499997,1672.0979795818723,0.05724999999751119,0.0
sc01,y2030,1/7/2030 3:00,0.0,4580.0,100.0,2600.0,1062.5702893749997,0.0,0.04874999999739162,0.0
sc01,y2030,1/7/2030 7:00,0.0,4580.0,100.0,2600.0,896.3055868749994,0.0,0.6277499999974605,0.0
sc01,y2030,1/8/2030 11:00,0.0,4740.0,604.9494724588584,2600.0,1209.0155124999994,839.177962753642,646.4033200000001,0.0
sc01,y2030,1/8/2030 15:00,0.0,4740.0,200.0,2600.0,1249.8299256249995,1752.9331646375044,910.0899625,0.0
sc01,y2030,1/8/2030 19:00,0.0,4740.0,800.0,2600.0,1281.7403368749995,1325.8843912775044,473.3698249999985,0.0
sc01,y2030,1/8/2030 23:00,0.0,4740.0,623.2170893745638,2600.0,1643.4888012499996,1610.4448249854393,0.05274999999716596,0.0
sc01,y2030,1/8/2030 3:00,0.0,4580.0,100.0,2600.0,1031.9471593749997,0.0,0.04824999999751119,0.0
sc01,y2030,1/8/2030 7:00,0.0,4580.0,100.0,2600.0,1143.1531056249996,0.0,0.6900599999975652,0.0
sc01,y2030,1/9/2030 11:00,0.0,4740.0,397.2234464257762,2600.0,1470.4004949999999,719.7863662867364,712.13596,0.0
sc01,y2030,1/9/2030 15:00,0.0,4740.0,339.8612648507516,2600.0,1416.6277581249997,1386.9449797867355,969.41905,0.0
sc01,y2030,1/9/2030 19:00,0.0,4740.0,439.8612648507516,2600.0,1443.995963125,1470.6135851767524,526.5237399999999,0.0
sc01,y2030,1/9/2030 23:00,0.0,4740.0,895.4471078249999,2600.0,1512.8188187499995,1468.8762890350042,0.06124999999683383,0.0
sc01,y2030,1/9/2030 3:00,0.0,4580.0,100.0,2600.0,1540.1765012499995,0.0,0.04849999999716594,0.0
sc01,y2030,1/9/2030 7:00,0.0,4580.0,100.0,2600.0,1423.5013562499998,0.0,0.6943999999971388,0.0
sc01,y2030,10/1/2030 11:00,608.0,4740.0,594.6940699428509,2600.0,983.9397275000097,69.89669845964976,895.4111500000002,0.0
sc01,y2030,10/1/2030 15:00,608.0,4740.0,100.0,2600.0,1316.77062875001,578.5053262775048,994.7773375000003,0.0
sc01,y2030,10/1/2030 19:00,608.0,4740.0,200.0,2600.0,1579.6307925000056,807.4092872475064,599.05936,0.0
sc01,y2030,10/1/2030 23:00,608.0,4740.0,399.60678621257625,2600.0,1441.3400550000104,1216.297215299928,0.1327499999993355,0.0
sc01,y2030,10/1/2030 3:00,240.0,4620.0,0.0,2600.0,921.19218625001,0.0,0.10924999999920518,0.0
sc01,y2030,10/1/2030 7:00,240.0,4600.0,0.0,2600.0,954.9785975000099,0.0,49.079509999999125,0.0
sc01,y2030,10/10/2030 11:00,456.53271408289027,4740.0,100.0,2600.0,1241.3377800000103,542.7635768195701,811.3075750000003,0.0
sc01,y2030,10/10/2030 15:00,456.53271408289027,4740.0,100.0,2600.0,1360.06293375001,779.1941196946098,902.2635250000003,0.0
sc01,y2030,10/10/2030 19:00,456.53271408289027,4740.0,100.0,2600.0,1440.9905637500103,1325.8683019146101,470.7078600000005,0.0
sc01,y2030,10/10/2030 23:00,456.53271408289027,4740.0,200.0,2600.0,1386.8223500000104,1621.88663242961,0.13511000000043827,0.0
sc01,y2030,10/10/2030 3:00,180.2102818748251,4580.0,0.0,2600.0,1184.2264937500104,0.0,0.10950000000143757,0.0
sc01,y2030,10/10/2030 7:00,180.2102818748251,4580.0,0.0,2600.0,1259.78986750001,0.0,27.79832000000137,0.0
sc01,y2030,10/11/2030 11:00,456.53271408289027,4740.0,107.87060585000003,2600.0,1037.2728337500102,777.8439311021095,662.9693799999999,0.0
sc01,y2030,10/11/2030 15:00,456.53271408289027,4740.0,200.0,2600.0,1205.5150412500104,840.2668652421065,810.1610500000003,0.0
sc01,y2030,10/11/2030 19:00,456.53271408289027,4740.0,560.7419812000052,2600.0,1215.6255875000104,1057.5462194871068,411.99182000000064,0.0
sc01,y2030,10/11/2030 23:00,456.53271408289027,4740.0,560.7419812000052,2600.0,1251.3561012500102,1282.9519771096031,0.1416000000007494,0.0
sc01,y2030,10/11/2030 3:00,180.2102818748251,4580.0,0.0,2600.0,1200.3764600000102,0.0,0.10850000000114948,0.0
sc01,y2030,10/11/2030 7:00,180.2102818748251,4580.0,0.0,2600.0,1035.7973150000103,0.0,16.461310000001077,0.0
sc01,y2030,10/12/2030 11:00,456.53271408289027,4740.0,268.1197105321109,2600.0,1429.6579425000104,0.0,692.0984799999999,0.0
sc01,y2030,10/12/2030 15:00,456.53271408289027,4740.0,204.40352586040578,2600.0,1535.2209500000056,106.17251261170331,847.9522750000003,0.0
sc01,y2030,10/12/2030 19:00,456.53271408289027,4740.0,105.72992022829462,2600.0,1695.7001075000057,275.77373531632145,467.4178200000009,0.0
sc01,y2030,10/12/2030 23:00,456.53271408289027,4740.0,587.6693781609242,2600.0,1851.3752425000057,79.6805290061907,0.14868000000114842,0.0
