   9	2		2.236067977
   9	3		1.414213562
   9	4		1
   9	5		1.414213562
   9	6		3
   9	7		2
   9	8		1
   9	9		0
   9	10		1
   9	11		3.16227766
   9	12		2.236067977
   9	13		1.414213562
   9	14		1
   9	15		1.414213562
   9	16		3.605551275
   9	17		2.828427125
   9	18		2.236067977
   9	19		2
   9	20		2.236067977
   9	21		4.242640687
   9	22		3.605551275
   9	23		3.16227766
   9	24		3
   9	25		3.16227766
   10	1		4.123105626
   10	2		3.16227766
   10	3		2.236067977
   10	4		1.414213562
   10	5		1
   10	6		4
   10	7		3
   10	8		2
   10	9		1
   10	10		0
   10	11		4.123105626
   10	12		3.16227766
   10	13		2.236067977
   10	14		1.414213562
   10	15		1
   10	16		4.472135955
   10	17		3.605551275
   10	18		2.828427125
   10	19		2.236067977
   10	20		2
   10	21		5
   10	22		4.242640687
   10	23		3.605551275
   10	24		3.16227766
   10	25		3
   11	1		2
   11	2		2.236067977
   11	3		2.828427125
   11	4		3.605551275
   11	5		4.472135955
   11	6		1
   11	7		1.414213562
   11	8		2.236067977
   11	9		3.16227766
   11	10		4.123105626
   11	11		0
   11	12		1
   11	13		2
   11	14		3
   11	15		4
   11	16		1
   11	17		1.414213562
   11	18		2.236067977
   11	19		3.16227766
   11	20		4.123105626
   11	21		2
   11	22		2.236067977
   11	23		2.828427125
   11	24		3.605551275
   11	25		4.472135955
   12	1		2.236067977
   12	2		2
   12	3		2.236067977
   12	4		2.828427125
   12	5		3.605551275
   12	6		1.414213562
   12	7		1
   12	8		1.414213562
   12	9		2.236067977
   12	10		3.16227766
   12	11		1
   12	12		0
   12	13		1
   12	14		2
   12	15		3
   12	16		1.414213562
   12	17		1
   12	18		1.414213562
   12	19		2.236067977
   12	20		3.16227766
   12	21		2.236067977
   12	22		2
   12	23		2.236067977
   12	24		2.828427125
   12	25		3.605551275
   13	1		2.828427125
   13	2		2.236067977
   13	3		2
   13	4		2.236067977
   13	5		2.828427125
   13	6		2.236067977
   13	7		1.414213562
   13	8		1
   13	9		1.414213562
   13	10		2.236067977
   13	11		2
   13	12		1
   13	13		0
   13	14		1
   13	15		2
   13	16		2.236067977
   13	17		1.414213562
   13	18		1
   13	19		1.414213562
   13	20		2.236067977
   13	21		2.828427125
   13	22		2.236067977
   13	23		2
   13	24		2.236067977
   13	25		2.828427125
   14	1		3.605551275
   14	2		2.828427125
   14	3		2.236067977
   14	4		2
   14	5		2.236067977
   14	6		3.16227766
   14	7		2.236067977
   14	8		1.414213562
   14	9		1
   14	10		1.414213562
   14	11		3
   14	12		2
   14	13		1
   14	14		0
   14	15		1
   14	16		3.16227766
   14	17		2.236067977
   14	18		1.414213562
   14	19		1
   14	20		1.414213562
   14	21		3.605551275
   14	22		2.828427125
   14	23		2.236067977
   14	24		2
   14	25		2.236067977
   15	1		4.472135955
   15	2		3.605551275
   15	3		2.828427125
   15	4		2.236067977
   15	5		2
   15	6		4.123105626
   15	7		3.16227766
   15	8		2.236067977
   15	9		1.414213562
   15	10		1
   15	11		4
   15	12		3
   15	13		2
   15	14		1
   15	15		0
   15	16		4.123105626
   15	17		3.16227766
   15	18		2.236067977
   15	19		1.414213562
   15	20		1
   15	21		4.472135955
   15	22		3.605551275
   15	23		2.828427125
   15	24		2.236067977
   15	25		2
   16	1		3
   16	2		3.16227766
   16	3		3.605551275
   16	4		4.242640687
   16	5		5
   16	6		2
   16	7		2.236067977
   16	8		2.828427125
   16	9		3.605551275
   16	10		4.472135955
   16	11		1
   16	12		1.414213562
   16	13		2.236067977
   16	14		3.16227766
   16	15		4.123105626
   16	16		0
   16	17		1
   16	18		2
   16	19		3
   16	20		4
   16	21		1
   16	22		1.414213562
   16	23		2.236067977
   16	24		3.16227766
   16	25		4.123105626
   17	1		3.16227766
   17	2		3
   17	3		3.16227766
   17	4		3.605551275
   17	5		4.242640687
   17	6		2.236067977
   17	7		2
   17	8		2.236067977
   17	9		2.828427125
   17	10		3.605551275
   17	11		1.414213562
   17	12		1
   17	13		1.414213562
   17	14		2.236067977
   17	15		3.16227766
   17	16		1
   17	17		0
   17	18		1
   17	19		2
   17	20		3
   17	21		1.414213562
   17	22		1
   17	23		1.414213562
   17	24		2.236067977
   17	25		3.16227766
   18	1		3.605551275
   18	2		3.16227766
   18	3		3
   18	4		3.16227766
   18	5		3.605551275
   18	6		2.828427125
   18	7		2.236067977
   18	8		2
   18	9		2.236067977
   18	10		2.828427125
   18	11		2.236067977
   18	12		1.414213562
   18	13		1
   18	14		1.414213562
   18	15		2.236067977
   18	16		2
   18	17		1
   18	18		0
   18	19		1
   18	20		2
   18	21		2.236067977
   18	22		1.414213562
   18	23		1
   18	24		1.414213562
   18	25		2.236067977
   19	1		4.242640687
   19	2		3.605551275
   19	3		3.16227766
   19	4		3
   19	5		3.16227766
   19	6		3.605551275
   19	7		2.828427125
   19	8		2.236067977
   19	9		2
   19	10		2.236067977
   19	11		3.16227766
   19	12		2.236067977
   19	13		1.414213562
   19	14		1
   19	15		1.414213562
   19	16		3
   19	17		2
   19	18		1
   19	19		0
   19	20		1
   19	21		3.16227766
   19	22		2.236067977
   19	23		1.414213562
   19	24		1
   19	25		1.414213562
   20	1		5
   20	2		4.242640687
   20	3		3.605551275
   20	4		3.16227766
   20	5		3
   20	6		4.472135955
   20	7		3.605551275
   20	8		2.828427125
   20	9		2.236067977
   20	10		2
   20	11		4.123105626
   20	12		3.16227766
   20	13		2.236067977
   20	14		1.414213562
   20	15		1
   20	16		4
   20	17		3
   20	18		2
   20	19		1
   20	20		0
   20	21		4.123105626
   20	22		3.16227766
   20	23		2.236067977
   20	24		1.414213562
   20	25		1
   21	1		4
   21	2		4.123105626
   21	3		4.472135955
   21	4		5
   21	5		5.656854249
   21	6		3
   21	7		3.16227766
   21	8		3.605551275
   21	9		4.242640687
   21	10		5
   21	11		2
   21	12		2.236067977
   21	13		2.828427125
   21	14		3.605551275
   21	15		4.472135955
   21	16		1
   21	17		1.414213562
   21	18		2.236067977
   21	19		3.16227766
   21	20		4.123105626
   21	21		0
   21	22		1
   21	23		2
   21	24		3
   21	25		4
   22	1		4.123105626
   22	2		4
   22	3		4.123105626
   22	4		4.472135955
   22	5		5
   22	6		3.16227766
   22	7		3
   22	8		3.16227766
   22	9		3.605551275
   22	10		4.242640687
   22	11		2.236067977
   22	12		2
   22	13		2.236067977
   22	14		2.828427125
   22	15		3.605551275
   22	16		1.414213562
   22	17		1
   22	18		1.414213562
   22	19		2.236067977
   22	20		3.16227766
   22	21		1
   22	22		0
   22	23		1
   22	24		2
   22	25		3
   23	1		4.472135955
   23	2		4.123105626
   23	3		4
   23	4		4.123105626
   23	5		4.472135955
   23	6		3.605551275
   23	7		3.16227766
   23	8		3
   23	9		3.16227766
   23	10		3.605551275
   23	11		2.828427125
   23	12		2.236067977
   23	13		2
   23	14		2.236067977
   23	15		2.828427125
   23	16		2.236067977
   23	17		1.414213562
   23	18		1
   23	19		1.414213562
   23	20		2.236067977
   23	21		2
   23	22		1
   23	23		0
   23	24		1
   23	25		2
   24	1		5
   24	2		4.472135955
   24	3		4.123105626
   24	4		4
   24	5		4.123105626
   24	6		4.242640687
   24	7		3.605551275
   24	8		3.16227766
   24	9		3
   24	10		3.16227766
   24	11		3.605551275
   24	12		2.828427125
   24	13		2.236067977
   24	14		2
   24	15		2.236067977
   24	16		3.16227766
   24	17		2.236067977
   24	18		1.414213562
   24	19		1
   24	20		1.414213562
   24	21		3
   24	22		2
   24	23		1
   24	24		0
   24	25		1
   25	1		5.656854249
   25	2		5
   25	3		4.472135955
   25	4		4.123105626
   25	5		4
   25	6		5
   25	7		4.242640687
   25	8		3.605551275
   25	9		3.16227766
   25	10		3
   25	11		4.472135955
   25	12		3.605551275
   25	13		2.828427125
   25	14		2.236067977
   25	15		2
   25	16		4.123105626
   25	17		3.16227766
   25	18		2.236067977
   25	19		1.414213562
   25	20		1
   25	21		4
   25	22		3
   25	23		2
   25	24		1
   25	25		0;
